xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDMxyzInterpolation,xyzDCxyzWelfareType,xyzDPxyzSI_MPM_EDUC,xyzDPxyzSI_MPM_EDUE,xyzDPxyzSI_MPM_ELEC,xyzDPxyzSI_MPM_IMPS,xyzDPxyzSI_MPM_IMPW,xyzDPxyzSI_MPM_POOR,xyzDPxyzSI_MPM_MDHC,survname,survey_coverage,comparable_spell
KGZ,2011,FALSE,CONS,.0011295,,.0135925,,,.0125777,.0272599,KIHS,N,2004-2021
KGZ,2012,FALSE,CONS,.000927,,.1052458,,,.0262981,.11946,KIHS,N,2004-2021
KGZ,2013,FALSE,CONS,.0020814,,.0136594,.0049836,.10673563,.0262,.0282585,KIHS,N,2004-2021
KGZ,2015,FALSE,CONS,.0019758,,.0097996,,,.021806,.0265234,KIHS,N,2004-2021
KGZ,2016,FALSE,CONS,.0009949,,.0025799,,,.0114351,.0150016,KIHS,N,2004-2021
KGZ,2017,FALSE,CONS,.0006901,,.0002155,.0088432,.13371949,.0126857,.0133759,KIHS,N,2004-2021
KGZ,2018,FALSE,CONS,.0001137,,.0178707,.0010119,.08937669,.0073589,.0074726,KIHS,N,2004-2021
KGZ,2019,FALSE,CONS,.0002138,,.1474126,.0023817,.07754986,.0065906,.008205,KIHS,N,2004-2021
KGZ,2020,FALSE,CONS,.0000812,.0005507,0,.000881,.04648431,.0133097,.0133097,KIHS,N,2004-2021
KGZ,2021,FALSE,CONS,.0000773,.0005823,0,0,.04115745,.0071578,.0071578,KIHS,N,2004-2021
KIR,2019,FALSE,CONS,.0062584,.0596531,.1682027,.5981469,.17124287,.0167808,.0559182,HIES,N,2019
KOR,2010,FALSE,INC,0,,0,0,,.0044493,.0044493,HIES-FHES-LIS,N,2006-2016
KOR,2012,FALSE,INC,0,,0,0,,.0033156,.0033156,HIES-FHES-LIS,N,2006-2016
KOR,2014,FALSE,INC,0,,0,0,,.00259,.00259,HIES-FHES-LIS,N,2006-2016
KOR,2016,FALSE,INC,0,,0,0,,.0014467,.0014467,HIES-FHES-LIS,N,2006-2016
LAO,2012,FALSE,CONS,.1343596,.0572856,.2156978,.3193191,.44339731,.109141,.1917977,LECS,N,2012-2018
LAO,2018,FALSE,CONS,.1283676,.0567088,.0453024,.2254918,.0777193,.0713877,.1085284,LECS,N,2012-2018
LBN,2011,FALSE,CONS,.092377,.0225356,.0093982,.307483,.00857805,0,.0069435,HBS,N,2011
LBR,2014,FALSE,CONS,.405643,,,.5338683,.19126155,.2593076,.5551485,HIES,N,2014-2016
LBR,2016,FALSE,CONS,.3051133,.5407878,.7968267,.6177976,.25696651,.2761775,.5657111,HIES,N,2014-2016
LCA,2015,FALSE,CONS,.025658,.0111098,.0393538,.072944,.00638985,.0008292,.0041517,SLCHBS,N,2015
LKA,2012,FALSE,CONS,.0443148,.042734,.0878268,.0565008,.10325555,.0258727,.0352387,HIES,N,2002-2019
LKA,2016,FALSE,CONS,.0378061,.0400819,.0246902,.0444853,.11589993,.0129539,.0169382,HIES,N,2002-2019
LKA,2019,FALSE,CONS,.0277641,.0345788,.0005258,.0302117,.09616206,.0095861,.0107352,HIES,N,2002-2019
LSO,2017,FALSE,CONS,.1805826,.0475814,.5870739,.5509645,.13683241,.3239991,.4068196,CMSHBS,N,2017
LTU,2008,FALSE,INC,.0069473,,0,,,.0143063,.0212537,EU-SILC,N,2004-2021
LTU,2009,FALSE,INC,.0071792,,0,,,.0240546,.0312338,EU-SILC,N,2004-2021
LTU,2010,FALSE,INC,.007066,,0,.1674783,.16128456,.01714,.024206,EU-SILC,N,2004-2021
LTU,2011,FALSE,INC,.0061513,,0,.1578981,.14831259,.0086911,.0148424,EU-SILC,N,2004-2021
LTU,2012,FALSE,INC,.0059691,,0,.1357464,.12893495,.0102317,.0162008,EU-SILC,N,2004-2021
LTU,2013,FALSE,INC,.0054674,,0,.1247804,.11965188,.00737,.0128374,EU-SILC,N,2004-2021
LTU,2014,FALSE,INC,.004526,,0,.1234946,.11432615,.0134922,.0180182,EU-SILC,N,2004-2021
LTU,2015,FALSE,INC,.003926,,0,.1365828,.13023806,.0110093,.0149354,EU-SILC,N,2004-2021
LTU,2016,FALSE,INC,.0045097,,0,.1212028,.11511596,.0142328,.0187425,EU-SILC,N,2004-2021
LTU,2017,FALSE,INC,.0023842,,0,.1061284,.09941372,.0112637,.013648,EU-SILC,N,2004-2021
LTU,2018,FALSE,INC,.0039989,,0,.0993653,.09506199,.0103764,.0143753,EU-SILC,N,2004-2021
LTU,2019,FALSE,INC,.0038531,,0,.0757601,.07164949,.0062216,.0100747,EU-SILC,N,2004-2021
LTU,2020,FALSE,INC,.0018506,,0,,,.0023306,.0041812,EU-SILC,N,2004-2021
LTU,2021,FALSE,INC,.0010751,,0,,,.0029209,.003996,EU-SILC,N,2004-2021
LUX,2008,FALSE,INC,.0016115,,0,.007662,.00201709,.0004695,.002081,EU-SILC,N,2003-2021
LUX,2009,FALSE,INC,.0028719,,0,.0053476,.00321993,.0026697,.0055416,EU-SILC,N,2003-2021
LUX,2010,FALSE,INC,.0028617,,0,.0009341,.00214424,.0018511,.0047127,EU-SILC,N,2003-2021
LUX,2011,FALSE,INC,.0022149,,0,.0068475,.00148756,.0031618,.0053767,EU-SILC,N,2003-2021
LUX,2012,FALSE,INC,.0024591,,0,.0006964,.00250037,.0038665,.0063256,EU-SILC,N,2003-2021
LUX,2013,FALSE,INC,.0063525,,0,.0008439,.00201385,.0059127,.0122652,EU-SILC,N,2003-2021
LUX,2014,FALSE,INC,.0105422,,0,.0002082,.00132133,.0042234,.0147216,EU-SILC,N,2003-2021
LUX,2015,FALSE,INC,.0102417,,0,.0053877,.01097924,.0067781,.0170199,EU-SILC,N,2003-2021
LUX,2016,FALSE,INC,.0112056,,0,.0009507,.00476425,.0048113,.0160169,EU-SILC,N,2003-2021
LUX,2017,FALSE,INC,.0076114,,0,.0001445,.00174576,.0077071,.0150739,EU-SILC,N,2003-2021
LUX,2018,FALSE,INC,.0038928,,0,.0008933,.00299226,.0056019,.0094948,EU-SILC,N,2003-2021
LUX,2019,FALSE,INC,.0052346,,0,.0005243,.00126398,.004102,.0092202,EU-SILC,N,2003-2021
LUX,2021,FALSE,INC,.02622,,0,,0,.0031401,.0290891,EU-SILC,N,2003-2021
LVA,2008,FALSE,INC,.002744,,0,,0,.0153258,.0180697,EU-SILC,N,2004-2021
LVA,2009,FALSE,INC,.0024832,,0,,0,.0198107,.0222939,EU-SILC,N,2004-2021
LVA,2010,FALSE,INC,.0024591,,0,.1645858,.18428945,.0202138,.0226728,EU-SILC,N,2004-2021
LVA,2011,FALSE,INC,.0017771,,0,.161424,.18487277,.0137604,.0155375,EU-SILC,N,2004-2021
LVA,2012,FALSE,INC,.0035398,,0,.1508965,.17004179,.0141101,.0176499,EU-SILC,N,2004-2021
LVA,2013,FALSE,INC,.0076931,,0,.1468607,.16144999,.014847,.0220486,EU-SILC,N,2004-2021
LVA,2014,FALSE,INC,.0026571,,0,.137648,.15406712,.0105655,.0132225,EU-SILC,N,2004-2021
LVA,2015,FALSE,INC,.0028646,,0,.1281277,.14165572,.0095012,.0123658,EU-SILC,N,2004-2021
LVA,2016,FALSE,INC,.0019264,,0,.1091555,.12200822,.0114958,.0134222,EU-SILC,N,2004-2021
LVA,2017,FALSE,INC,.0012938,,0,.1002579,.11874083,.0107583,.0120521,EU-SILC,N,2004-2021
LVA,2018,FALSE,INC,.0022142,,0,.0878754,.10157172,.0063905,.0086047,EU-SILC,N,2004-2021
LVA,2019,FALSE,INC,.0010483,,0,.079215,.08912568,.0054424,.0064906,EU-SILC,N,2004-2021
LVA,2020,FALSE,INC,.0013754,,0,,0,.0068813,.0082567,EU-SILC,N,2004-2021
LVA,2021,FALSE,INC,.0012775,,0,,0,.0087325,.0100099,EU-SILC,N,2004-2021
MAR,2013,FALSE,CONS,.1268115,.0682234,.0237514,.1292128,.08683239,.0144311,.0584719,ENCDM,N,2000-2013
MDA,2010,FALSE,CONS,.0045572,.0042958,.0007989,.4810457,.36517652,.004104,.0086954,HBS,N,2006-2021
MDA,2017,FALSE,CONS,.0013131,.0035479,.0002006,.2959444,.18676457,0,.0027022,HBS,N,2006-2021
MDA,2018,FALSE,CONS,.0007129,.0038649,.0000972,.2666799,.17231579,0,.0024077,HBS,N,2006-2021
MDA,2019,FALSE,CONS,.0251902,.0050197,.0000838,.2548083,.16856405,.0002865,.0079544,HBS,N,2006-2021
MDA,2021,FALSE,CONS,.001334,.004956,.0001366,.196064,.1358891,0,.0023945,HBS,N,2006-2021
MDG,2012,FALSE,CONS,.4900708,.3465588,.1296065,.7694609,.59928049,.8073006,.8294805,ENSOMD,N,2001-2012
MDV,2016,FALSE,CONS,.0224441,.0152003,0,.0015628,.36003216,0,.0003515,HIES,N,2016
MDV,2019,FALSE,CONS,0,.018714,.0190272,.0482038,.00033315,0,0,HIES,N,2019
MEX,2010,FALSE,INC,.0668289,.035747,.0077718,.1739682,.05448148,.0470436,.0573194,ENIGH,N,1984-2014
MEX,2012,FALSE,INC,.0607751,.0275678,.008116,.1680176,.0740639,.041996,.0527258,ENIGH,N,1984-2014
MEX,2014,FALSE,INC,.0546173,.0247958,.0071661,.150214,.04879633,.0398311,.0457002,ENIGH,N,1984-2014
MEX,2016,FALSE,INC,.0450908,.0235816,.0040775,.1359979,.0465985,.023164,.0293653,ENIGHNS,N,2016-2022
MEX,2018,FALSE,INC,.043246,.0246214,.0038953,.1331731,.04195554,.0187597,.0245479,ENIGHNS,N,2016-2022
MEX,2020,FALSE,INC,.0375682,.0250774,.0022176,.1127551,.0386746,.0213194,.025811,ENIGHNS,N,2016-2022
MEX,2022,FALSE,INC,.03724,.0267205,.0032067,.1067658,.04353976,.0117968,.0174032,ENIGHNS,N,2016-2022
MHL,2019,FALSE,CONS,.0036878,.0670192,.0109534,.2899758,.01737057,.0085434,.010064,HIES,N,2019
MKD,2009,FALSE,INC,.0075415,,0,.1309777,,.0982535,.1040863,SILC-C,N,2009-2019
MKD,2010,FALSE,INC,.008152,,0,,,.104579,.11059,SILC-C,N,2009-2019
MKD,2011,FALSE,INC,.0071078,,0,,,.1016278,.1066885,SILC-C,N,2009-2019
MKD,2012,FALSE,INC,.0066373,,0,,,.0754307,.0800935,SILC-C,N,2009-2019
MKD,2013,FALSE,INC,.0053134,,0,,,.0619394,.0655526,SILC-C,N,2009-2019
MKD,2014,FALSE,INC,.0034527,,0,.0636434,,.0505437,.0534437,SILC-C,N,2009-2019
MKD,2015,FALSE,INC,.0045442,,0,.0664298,,.0558147,.0599427,SILC-C,N,2009-2019
MKD,2016,FALSE,INC,.0043458,,0,.0521919,,.0431636,.046295,SILC-C,N,2009-2019
MKD,2017,FALSE,INC,.003237,,0,.0531151,,.0450079,.0476676,SILC-C,N,2009-2019
MKD,2018,FALSE,INC,.0039417,,0,.0511061,,.0339856,.0371668,SILC-C,N,2009-2019
MKD,2019,FALSE,INC,.0041092,,0,.0453855,,.0280886,.0320513,SILC-C,N,2009-2019
MLI,2018,FALSE,CONS,.6664596,.2817537,.2385211,.5194457,.23807146,.1521881,.4377158,EHCVM,N,2018-2021
MLI,2021,FALSE,CONS,.6390963,.4579253,.1631368,.4835782,.18945712,.2084925,.5130708,EHCVM,N,2018-2021
MLT,2008,FALSE,INC,.0080654,,0,,0,.0012313,.0092967,EU-SILC,N,2006-2020
MLT,2009,FALSE,INC,.0056958,,0,,0,.0066387,.0122765,EU-SILC,N,2006-2020
MLT,2010,FALSE,INC,.005332,,0,.0014072,.00281047,.0034551,.0087871,EU-SILC,N,2006-2020
MLT,2011,FALSE,INC,.0056543,,0,.0009903,.00258993,.0025877,.008242,EU-SILC,N,2006-2020
MLT,2012,FALSE,INC,.0052084,,0,.0016182,.00267959,.001874,.0070824,EU-SILC,N,2006-2020
MLT,2013,FALSE,INC,.0052432,,0,.0009317,.00259087,.0005931,.0058363,EU-SILC,N,2006-2020
MLT,2014,FALSE,INC,.0056174,,0,.0002832,.00169151,.0004119,.0060293,EU-SILC,N,2006-2020
MLT,2015,FALSE,INC,.0046872,,0,.0004437,.00149788,.0010846,.0057718,EU-SILC,N,2006-2020
MLT,2016,FALSE,INC,.00378,,0,.0001384,.00061769,.0014013,.0051813,EU-SILC,N,2006-2020
MLT,2017,FALSE,INC,.0023936,,0,.0013299,.00076422,.0015989,.0039925,EU-SILC,N,2006-2020
MLT,2018,FALSE,INC,.0011919,,0,.0009444,.00057507,.0018374,.0030293,EU-SILC,N,2006-2020
MLT,2019,FALSE,INC,.000734,,0,.0010011,.00030537,.0034974,.0042314,EU-SILC,N,2006-2020
MLT,2020,FALSE,INC,.0004585,,0,,0,.004916,.0053745,EU-SILC,N,2006-2020
MMR,2015,FALSE,CONS,.1274835,.1370282,.3528785,.3774992,.29433268,.06217,.1956483,MPLCS,N,2015-2017
MMR,2017,FALSE,CONS,.1083572,.0680916,.0640606,.2768068,.20604018,.0199116,.0734708,MLCS,N,2015-2017
MNG,2010,FALSE,CONS,.0086768,.0402798,.0202104,,,.0114357,.0312887,HSES,N,2010-2018
MNG,2011,FALSE,CONS,.009095,.0378902,.0080683,,,.0085688,.0172147,HSES,N,2010-2018
MNG,2012,FALSE,CONS,.0083341,.0326462,.0066135,.2668424,.21270007,.0047311,.0205485,HSES,N,2010-2018
MNG,2014,FALSE,CONS,.011201,.0311801,.0029575,.1620712,.18140245,.0032755,.0152366,HSES,N,2010-2018
MNG,2016,FALSE,CONS,.0083235,.0315802,.0030119,.0955499,.12815182,.007065,.0144262,HSES,N,2010-2018
MNG,2018,FALSE,CONS,.008848,.0320012,.0015325,.10399,.1304515,.0071159,.0135549,HSES,N,2010-2018
MNG,2022,FALSE,CONS,.0114059,.0408868,.000701,.437127,.08935307,.0022341,.0112334,HSES,N,2022
MOZ,2014,FALSE,CONS,.5490518,.3326088,.1459507,.712907,.41124157,.6464086,.7370356,IOF,N,1996-2019
MRT,2014,FALSE,CONS,.5426351,.0830651,.5407616,.4929575,.38641049,.0649084,.4565534,EPCV,N,2000-2019
MRT,2019,FALSE,CONS,.5564184,.3390816,.1975605,.5583616,.37669082,.0535467,.4235947,EPCV,N,2000-2019
MUS,2017,FALSE,CONS,.0716031,.0019484,.0023233,,,.0012531,.0035474,HBS,N,2006-2017
MWI,2010,FALSE,CONS,.4771035,.0312257,.0513697,.2642619,.19407613,.684589,.7284774,IHS-III,N,2004-2019
MWI,2016,FALSE,CONS,.5620096,.030803,.0673104,.4813637,.12912138,.6573572,.7281408,IHS-IV,N,2004-2019
MWI,2019,FALSE,CONS,.5432939,.0368635,.887574,.7513766,.11400399,.700606,.78252,IHS-V,N,2004-2019
MYS,2015,FALSE,INC,.0066378,.0063152,.0061901,.1318306,.01649656,.0001904,.0021388,HIS,N,2003-2021
MYS,2018,FALSE,INC,.0125739,.0068865,.0004228,.0045811,.01432183,.0001103,.0007571,HIESBA,N,2003-2021
NAM,2015,FALSE,CONS,.1133494,.0607521,.5384216,.6831442,.09236162,.1559039,.2754825,NHIES,N,2003-2015
NER,2018,FALSE,CONS,.7514927,.4264724,.7874317,.8519843,.37532517,.5090594,.7992747,EHCVM,N,2018-2021
NER,2021,FALSE,CONS,.7166513,.4714823,.7431945,.8342799,.33684801,.5061381,.7797092,EHCVM,N,2018-2021
NGA,2018,FALSE,CONS,.1760523,.0901891,.3944255,.4514206,.32612725,.308633,.3969845,LSS,N,2018
NIC,2014,FALSE,INC,.1410742,.0805601,.1997528,.4274418,.12490986,.0394103,.1559035,EMNV,N,2005-2014
NLD,2008,FALSE,INC,.0022575,,0,,0,.0046821,.0069397,EU-SILC,N,2004-2021
NLD,2009,FALSE,INC,.0046119,,0,,0,.0055088,.0101206,EU-SILC,N,2004-2021
NLD,2010,FALSE,INC,.0052222,,0,.0001044,.00013719,.0048927,.0101149,EU-SILC,N,2004-2021
NLD,2011,FALSE,INC,.0050447,,0,.0004476,.00067518,.0037628,.0088076,EU-SILC,N,2004-2021
NLD,2012,FALSE,INC,.0044769,,0,0,.00025687,.0035251,.008002,EU-SILC,N,2004-2021
NLD,2013,FALSE,INC,.0057267,,0,.0000675,.00011958,.0054465,.0111732,EU-SILC,N,2004-2021
NLD,2014,FALSE,INC,.0049487,,0,.0004185,.00089712,.0022596,.0072083,EU-SILC,N,2004-2021
NLD,2015,FALSE,INC,.0118503,,0,.0006221,.00110045,.0039378,.0157608,EU-SILC,N,2004-2021
NLD,2016,FALSE,INC,.0118372,,0,.0006974,.00143217,.0040648,.015902,EU-SILC,N,2004-2021
NLD,2017,FALSE,INC,.0108783,,0,.0001215,.00067385,.0051278,.0158827,EU-SILC,N,2004-2021
NLD,2018,FALSE,INC,.0121909,,0,.0004953,.00077016,.0037546,.0159455,EU-SILC,N,2004-2021
NLD,2019,FALSE,INC,.0156067,,0,.0002824,.00097035,.0024026,.0180093,EU-SILC,N,2004-2021
NLD,2020,FALSE,INC,.0165013,,0,,0,.0032756,.0197411,EU-SILC,N,2004-2021
NLD,2021,FALSE,INC,.0154626,,0,,0,.0047754,.0201678,EU-SILC,N,2004-2021
NOR,2008,FALSE,INC,.0197391,,0,.0008085,.00088142,.0032683,.0219482,EU-SILC,N,2003-2019
NOR,2009,FALSE,INC,.0132141,,0,.001911,.00077274,.0015885,.0143899,EU-SILC,N,2003-2019
NOR,2010,FALSE,INC,.0063591,,0,.0025265,.00396021,.0026129,.008806,EU-SILC,N,2003-2019
NOR,2011,FALSE,INC,.0062589,,0,0,.0023897,.0021906,.0082368,EU-SILC,N,2003-2019
NOR,2012,FALSE,INC,.0074618,,0,0,.00403272,.0026895,.0099518,EU-SILC,N,2003-2019
NOR,2013,FALSE,INC,.00784,,0,0,.0021537,.0024083,.0100299,EU-SILC,N,2003-2019
NOR,2014,FALSE,INC,.0117296,,0,0,.00335441,.0019505,.0134963,EU-SILC,N,2003-2019
NOR,2015,FALSE,INC,.0140184,,0,0,.00437309,.0027659,.0166745,EU-SILC,N,2003-2019
NOR,2016,FALSE,INC,.0182321,,0,0,.00420951,.0051135,.0229464,EU-SILC,N,2003-2019
NOR,2017,FALSE,INC,.0210281,,0,0,.00276106,.0044043,.0247435,EU-SILC,N,2003-2019
NOR,2018,FALSE,INC,.021213,,0,0,.00413632,.0046891,.0255706,EU-SILC,N,2003-2019
NOR,2019,FALSE,INC,.0167158,,0,0,.00475848,.0032121,.0196447,EU-SILC,N,2003-2019
NPL,2010,FALSE,CONS,.2856312,.0950575,.3146772,.6672931,.16777951,.082405,.265247,LSS-III,N,2010
NRU,2012,FALSE,CONS,.1079886,.057133,.0023798,.2173172,.02702232,.0167151,.0202052,HIES,N,2012
PAK,2010,FALSE,CONS,.2166447,.3067139,.0836127,.4950083,.11576075,.0938186,.2335225,HIES,N,2001-2018
PAK,2011,FALSE,CONS,.2174312,.3086407,.0893332,.3434588,.09416834,.0958788,.2112023,HIES,N,2001-2018
PAK,2013,FALSE,CONS,.2276655,.3164812,.0812617,.3511046,.07899234,.0736264,.2051193,HIES,N,2001-2018
PAK,2015,FALSE,CONS,.2229415,.3073666,.1009624,.2799529,.0768477,.0511019,.1851994,HIES,N,2001-2018
PAK,2018,FALSE,CONS,.2109263,.2882376,.0932173,.2479985,.06517883,.0493245,.1666799,HIES,N,2001-2018
PAN,2021,FALSE,INC,.0242455,.0161971,.0476483,.0617666,.04484637,.0110826,.0244559,EH,N,2008-2023
PER,2010,FALSE,INC,.0593011,.0163463,.1216305,.1187825,.17706475,.0682377,.1043225,ENAHO,N,2004-2022
PER,2011,FALSE,INC,.0587822,.0147538,.1043564,.1073451,.17761524,.0650402,.0987124,ENAHO,N,2004-2022
PER,2012,FALSE,INC,.0581986,.0124376,.0881706,.1498771,.13465506,.0607855,.092245,ENAHO,N,2004-2022
PER,2013,FALSE,INC,.0563657,.0126596,.077099,.1451427,.12272283,.0539633,.0808221,ENAHO,N,2004-2022
PER,2014,FALSE,INC,.0578787,.0111889,.0675908,.1509225,.09986017,.0482481,.0719579,ENAHO,N,2004-2022
PER,2015,FALSE,INC,.0588594,.0109672,.0583715,.143163,.09755513,.0471855,.0680991,ENAHO,N,2004-2022
PER,2016,FALSE,INC,.0571823,.0096976,.0554983,.1434911,.08233354,.0459618,.0656025,ENAHO,N,2004-2022
PER,2017,FALSE,INC,.0569062,.0066669,.0489248,.1398012,.07981523,.0449706,.0634518,ENAHO,N,2004-2022
PER,2018,FALSE,INC,.056658,.0057338,.0448399,.121195,.06797411,.0356699,.0512128,ENAHO,N,2004-2022
PER,2019,FALSE,INC,.054029,.0079354,.0412701,.120668,.06249985,.0297708,.0455146,ENAHO,N,2004-2022
PER,2020,FALSE,INC,.0477487,.0119162,.0365894,.1147658,.0549806,.0582176,.0698518,ENAHO,N,2004-2022
PER,2021,FALSE,INC,.0536524,.0121012,.0414481,.1215935,.05256491,.0277309,.0412015,ENAHO,N,2004-2022
PER,2022,FALSE,INC,.0506335,.0070348,.0378886,.1299137,.05471977,.0265655,.0399544,ENAHO,N,2004-2022
PHL,2012,FALSE,INC,.050024,.060198,.1142825,.1872547,.11303795,.1093892,.1356856,FIES,N,2003-2021
PHL,2015,FALSE,INC,.0448657,.0440049,.090887,.1635287,.09667775,.0649045,.0862019,FIES,N,2003-2021
PHL,2018,FALSE,INC,.0375112,.0435387,.0667635,.079736,.06230452,.0299569,.0442937,FIES,N,2003-2021
PHL,2021,FALSE,INC,.0326049,.0365788,.0377658,.1441139,.04104623,.0299391,.0411231,FIES,N,2003-2021
PNG,2009,FALSE,CONS,.2221606,.0900362,.8210981,.7977661,.57412654,.3968331,.7108198,HIES,N,2009
PRT,2008,FALSE,INC,.0414081,,0,,0,.0013725,.042761,EU-SILC,N,2003-2021
PRT,2009,FALSE,INC,.038186,,0,,0,.001659,.039845,EU-SILC,N,2003-2021
PRT,2010,FALSE,INC,.0393496,,0,.0121863,.01333019,.0013646,.0406711,EU-SILC,N,2003-2021
PRT,2011,FALSE,INC,.0421302,,0,.0094404,.01147346,.0050804,.0472106,EU-SILC,N,2003-2021
PRT,2012,FALSE,INC,.0362575,,0,.0088957,.01130194,.0070321,.0431584,EU-SILC,N,2003-2021
PRT,2013,FALSE,INC,.0357423,,0,.0095461,.01337962,.0085519,.0442505,EU-SILC,N,2003-2021
PRT,2014,FALSE,INC,.0328164,,0,.0101415,.01492893,.0054567,.0382731,EU-SILC,N,2003-2021
PRT,2015,FALSE,INC,.0272755,,0,.0110114,.01322148,.0048239,.0320695,EU-SILC,N,2003-2021
PRT,2016,FALSE,INC,.0259225,,0,.0104337,.01189589,.0037464,.0296562,EU-SILC,N,2003-2021
PRT,2017,FALSE,INC,.0244185,,0,.0076998,.00905059,.004105,.0285156,EU-SILC,N,2003-2021
PRT,2018,FALSE,INC,.0226513,,0,.0065558,.0075508,.0029025,.0255539,EU-SILC,N,2003-2021
PRT,2019,FALSE,INC,.0152526,,0,.0056454,.0059012,.0014872,.0167351,EU-SILC,N,2003-2021
PRT,2020,FALSE,INC,.0146455,,0,,0,.0047229,.0181365,EU-SILC,N,2003-2021
PRT,2021,FALSE,INC,.0134252,,0,,0,.002265,.0156362,EU-SILC,N,2003-2021
PRY,2010,FALSE,INC,.0913386,.0460271,.0254716,.1767767,.17349006,.0545974,.0864722,EPH,N,2002-2022
PRY,2011,FALSE,INC,.079411,.0438982,.0170123,.1066404,.04476751,.0504801,.0597659,EPH,N,2002-2022
PRY,2012,FALSE,INC,.0811509,.0342897,.0159704,.1513794,.05593435,.0333131,.0504607,EPH,N,2002-2022
PRY,2013,FALSE,INC,.0678476,.0275576,.0063736,.1200832,.03757854,.0178793,.0307396,EPH,N,2002-2022
PRY,2014,FALSE,INC,.0777153,.0312814,.0092243,.1095133,.04023706,.0241389,.0390052,EPH,N,2002-2022
PRY,2015,FALSE,INC,.0604555,.0266661,.0048855,.118491,.03171636,.0189134,.0290378,EPH,N,2002-2022
PRY,2016,FALSE,INC,.0678724,.0299643,.0070867,.123872,.02901461,.0169429,.0277548,EPH,N,2002-2022
PRY,2017,FALSE,INC,.0595829,.0229694,.0046368,.1125262,.02401716,.0098144,.0179509,EPH,N,2002-2022
PRY,2018,FALSE,INC,.0631842,.0274569,.0028032,.1625958,.02826096,.0140669,.0260835,EPH,N,2002-2022
PRY,2019,FALSE,INC,.0628575,.0193157,.0028786,.1386455,.02113728,.0101151,.0180418,EPH,N,2002-2022
PRY,2020,FALSE,INC,.049144,.0199527,.0028892,.1206302,.01648133,.0081328,.0142141,EPH,N,2002-2022
PRY,2021,FALSE,INC,.0444717,.0199593,.0013481,.1038989,.01107492,.0068918,.0132132,EPH,N,2002-2022
PRY,2022,FALSE,INC,.0443097,.0165613,.0013291,.1003638,.01452383,.0132956,.0175979,EPH,N,2002-2022
PSE,2010,FALSE,CONS,.0376379,.0512407,.0044647,,,.000436,.0070814,PECS,N,2010-2016
PSE,2011,FALSE,CONS,.0322559,.0549165,.0032177,.0137638,.01954547,.0018904,.0047838,PECS,N,2010-2016
PSE,2016,FALSE,CONS,.0117705,.0578972,0,.0011705,.03224331,.0050272,.0062332,PECS,N,2010-2016
RUS,2010,FALSE,CONS,.0001896,.0128639,.0001651,.1053989,.0828444,.0008333,.0025734,HBS,N,1997-2020
RUS,2015,FALSE,CONS,.0020267,.0034894,.0448502,.1372529,.08340956,.0003634,.0345739,HBS,N,1997-2020
RUS,2019,FALSE,CONS,.0032746,.0034481,.0496637,.0789282,.08398999,.0003,.046561,HBS,N,1997-2020
RUS,2020,FALSE,CONS,.0090027,.0074955,.0513317,.0773119,.08615743,.0001016,.0501487,HBS,N,1997-2020
RWA,2013,FALSE,CONS,.3754569,.0433512,.8054634,.1502555,.25577746,.5374719,.5877445,EICV-IV,N,2000-2016
RWA,2016,FALSE,CONS,.3694976,.0425897,.6395106,.2812703,.2452093,.520068,.5737091,EICV-V,N,2000-2016
SDN,2014,FALSE,CONS,.4016288,.227155,.4853111,.9287606,.44901982,.1526228,.5254224,NBHS,N,2014
SEN,2011,FALSE,CONS,.411551,.5417682,.4704736,.2870005,.18207918,.4098437,.5658334,ESPS-II,N,2005-2011
SEN,2018,FALSE,CONS,.4196152,.3194275,.2656381,.3735124,.15215188,.0922257,.3230905,EHCVM,N,2018-2021
SEN,2021,FALSE,CONS,.9858099,.0023706,.2938013,.2965851,.13266439,.0992682,.235657,EHCVM,N,2018-2021
SLB,2012,FALSE,CONS,.0752736,.1353753,.5383372,.6596932,.34890075,.2656488,.418904,HIES,N,2012
SLE,2011,FALSE,CONS,.4249294,.0099372,.8769052,.5103362,.30345085,.3869813,.5763521,SLIHS,N,2003-2018
SLE,2018,FALSE,CONS,.2870064,.1865088,.6872665,.8716725,.33796116,.2603524,.540458,SLIHS,N,2003-2018
SLV,2010,FALSE,INC,.3524264,.0748051,.0848849,.1258777,.07774102,.0634563,.1296261,EHPM,N,2000-2022
SLV,2011,FALSE,INC,.3347945,.0655623,.0776749,.1222743,.06973457,.0534093,.1123226,EHPM,N,2000-2022
SLV,2012,FALSE,INC,.3139618,.0630857,.0658104,.1142333,.06134975,.0463715,.1003469,EHPM,N,2000-2022
SLV,2013,FALSE,INC,.3003751,.059746,.0484259,.1208811,.04750438,.0362473,.0842868,EHPM,N,2000-2022
SLV,2014,FALSE,INC,.2866713,.0552093,.0448767,.1128061,.04955128,.0344148,.0795701,EHPM,N,2000-2022
SLV,2015,FALSE,INC,.2868221,.0548466,.0424665,.1136168,.04781338,.0230885,.0672486,EHPM,N,2000-2022
SLV,2016,FALSE,INC,.2723031,.0506913,.038358,.1040745,.04441807,.0263298,.0663825,EHPM,N,2000-2022
SLV,2017,FALSE,INC,.2715042,.0485112,.0322137,.103645,.03987238,.021555,.0611907,EHPM,N,2000-2022
