xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDMxyzInterpolation,xyzDCxyzWelfareType,xyzDCxyzCoverage,xyzDCxyzGender,xyzDCxyzAgeGroup,xyzDCxyzEducation,xyzDCxyzDistribution,xyzDPxyzSI_POV_SHARE_ALL,ppp
IDN,2023,FALSE,CONS,,,>65,,T60,.5604002,2017
IDN,2023,FALSE,CONS,,,,Primary education,B40,.4832439,2017
IDN,2023,FALSE,CONS,,,,Primary education,T60,.5167561,2017
IDN,2023,FALSE,CONS,,,,Tertiary education,B40,.1796082,2017
IDN,2023,FALSE,CONS,,,,Tertiary education,T60,.8203918,2017
IDN,2023,FALSE,CONS,,,,Secondary education,B40,.3521865,2017
IDN,2023,FALSE,CONS,,,,Secondary education,T60,.6478135,2017
IDN,2023,FALSE,CONS,,,,No education,B40,.533042,2017
IDN,2023,FALSE,CONS,,,,No education,T60,.466958,2017
IDN,2023,FALSE,CONS,,Male,,,B40,.397522,2017
IDN,2023,FALSE,CONS,,Male,,,T60,.602478,2017
IDN,2023,FALSE,CONS,,Female,,,B40,.4024859,2017
IDN,2023,FALSE,CONS,,Female,,,T60,.5975141,2017
IDN,2023,FALSE,CONS,R,,,,B40,.4674841,2017
IDN,2023,FALSE,CONS,R,,,,T60,.5325159,2017
IDN,2023,FALSE,CONS,U,,,,B40,.3514314,2017
IDN,2023,FALSE,CONS,U,,,,T60,.6485686,2017
IRN,2022,FALSE,CONS,,,0-14,,B40,.5247438,2017
IRN,2022,FALSE,CONS,,,0-14,,T60,.4752562,2017
IRN,2022,FALSE,CONS,,,15-64,,B40,.380183,2017
IRN,2022,FALSE,CONS,,,15-64,,T60,.619817,2017
IRN,2022,FALSE,CONS,,,>65,,B40,.2727062,2017
IRN,2022,FALSE,CONS,,,>65,,T60,.7272938,2017
IRN,2022,FALSE,CONS,,,,Primary education,B40,.4401824,2017
IRN,2022,FALSE,CONS,,,,Primary education,T60,.5598176,2017
IRN,2022,FALSE,CONS,,,,Tertiary education,B40,.1807783,2017
IRN,2022,FALSE,CONS,,,,Tertiary education,T60,.8192217,2017
IRN,2022,FALSE,CONS,,,,Secondary education,B40,.3766493,2017
IRN,2022,FALSE,CONS,,,,Secondary education,T60,.6233507,2017
IRN,2022,FALSE,CONS,,,,No education,B40,.5080415,2017
IRN,2022,FALSE,CONS,,,,No education,T60,.4919585,2017
IRN,2022,FALSE,CONS,,Male,,,B40,.4018959,2017
IRN,2022,FALSE,CONS,,Male,,,T60,.5981041,2017
IRN,2022,FALSE,CONS,,Female,,,B40,.3979951,2017
IRN,2022,FALSE,CONS,,Female,,,T60,.6020049,2017
IRN,2022,FALSE,CONS,R,,,,B40,.5672274,2017
IRN,2022,FALSE,CONS,R,,,,T60,.4327726,2017
IRN,2022,FALSE,CONS,U,,,,B40,.3486523,2017
IRN,2022,FALSE,CONS,U,,,,T60,.6513477,2017
IRQ,2012,FALSE,CONS,,,0-14,,B40,.4691035,2017
IRQ,2012,FALSE,CONS,,,0-14,,T60,.5308965,2017
IRQ,2012,FALSE,CONS,,,15-64,,B40,.3562215,2017
IRQ,2012,FALSE,CONS,,,15-64,,T60,.6437786,2017
IRQ,2012,FALSE,CONS,,,>65,,B40,.2818474,2017
IRQ,2012,FALSE,CONS,,,>65,,T60,.7181525,2017
IRQ,2012,FALSE,CONS,,,,Primary education,B40,.4103606,2017
IRQ,2012,FALSE,CONS,,,,Primary education,T60,.5896394,2017
IRQ,2012,FALSE,CONS,,,,Tertiary education,B40,.1370418,2017
IRQ,2012,FALSE,CONS,,,,Tertiary education,T60,.8629583,2017
IRQ,2012,FALSE,CONS,,,,Secondary education,B40,.2544015,2017
IRQ,2012,FALSE,CONS,,,,Secondary education,T60,.7455985,2017
IRQ,2012,FALSE,CONS,,,,No education,B40,.4786195,2017
IRQ,2012,FALSE,CONS,,,,No education,T60,.5213804,2017
IRQ,2012,FALSE,CONS,,Male,,,B40,.3969351,2017
IRQ,2012,FALSE,CONS,,Male,,,T60,.6030649,2017
IRQ,2012,FALSE,CONS,,Female,,,B40,.4030221,2017
IRQ,2012,FALSE,CONS,,Female,,,T60,.5969779,2017
IRQ,2012,FALSE,CONS,R,,,,B40,.5520756,2017
IRQ,2012,FALSE,CONS,R,,,,T60,.4479244,2017
IRQ,2012,FALSE,CONS,U,,,,B40,.3297768,2017
IRQ,2012,FALSE,CONS,U,,,,T60,.6702232,2017
JAM,2021,FALSE,CONS,,,0-14,,B40,.5120846,2017
JAM,2021,FALSE,CONS,,,0-14,,T60,.4879154,2017
JAM,2021,FALSE,CONS,,,15-64,,B40,.3769831,2017
JAM,2021,FALSE,CONS,,,15-64,,T60,.6230169,2017
JAM,2021,FALSE,CONS,,,>65,,B40,.3061686,2017
JAM,2021,FALSE,CONS,,,>65,,T60,.6938314,2017
JAM,2021,FALSE,CONS,,,,Primary education,B40,.4562681,2017
JAM,2021,FALSE,CONS,,,,Primary education,T60,.5437319,2017
JAM,2021,FALSE,CONS,,,,Tertiary education,B40,.1734778,2017
JAM,2021,FALSE,CONS,,,,Tertiary education,T60,.8265222,2017
JAM,2021,FALSE,CONS,,,,Secondary education,B40,.425852,2017
JAM,2021,FALSE,CONS,,,,Secondary education,T60,.5741481,2017
JAM,2021,FALSE,CONS,,,,No education,B40,,2017
JAM,2021,FALSE,CONS,,,,No education,T60,,2017
JAM,2021,FALSE,CONS,,Male,,,B40,.3966943,2017
JAM,2021,FALSE,CONS,,Male,,,T60,.6033058,2017
JAM,2021,FALSE,CONS,,Female,,,B40,.4015723,2017
JAM,2021,FALSE,CONS,,Female,,,T60,.5984277,2017
JAM,2021,FALSE,CONS,R,,,,B40,.5486704,2017
JAM,2021,FALSE,CONS,R,,,,T60,.4513296,2017
JAM,2021,FALSE,CONS,U,,,,B40,.28031,2017
JAM,2021,FALSE,CONS,U,,,,T60,.71969,2017
JOR,2010,FALSE,CONS,,,0-14,,B40,.522741,2017
JOR,2010,FALSE,CONS,,,0-14,,T60,.477259,2017
JOR,2010,FALSE,CONS,,,15-64,,B40,.3464093,2017
JOR,2010,FALSE,CONS,,,15-64,,T60,.6535907,2017
JOR,2010,FALSE,CONS,,,>65,,B40,.2023294,2017
JOR,2010,FALSE,CONS,,,>65,,T60,.7976707,2017
JOR,2010,FALSE,CONS,,,,Primary education,B40,.4096523,2017
JOR,2010,FALSE,CONS,,,,Primary education,T60,.5903477,2017
JOR,2010,FALSE,CONS,,,,Tertiary education,B40,.1673498,2017
JOR,2010,FALSE,CONS,,,,Tertiary education,T60,.8326502,2017
JOR,2010,FALSE,CONS,,,,Secondary education,B40,.3860025,2017
JOR,2010,FALSE,CONS,,,,Secondary education,T60,.6139975,2017
JOR,2010,FALSE,CONS,,,,No education,B40,.4009106,2017
JOR,2010,FALSE,CONS,,,,No education,T60,.5990894,2017
JOR,2010,FALSE,CONS,,Male,,,B40,.3965645,2017
JOR,2010,FALSE,CONS,,Male,,,T60,.6034355,2017
JOR,2010,FALSE,CONS,,Female,,,B40,.4034168,2017
JOR,2010,FALSE,CONS,,Female,,,T60,.5965832,2017
JOR,2010,FALSE,CONS,R,,,,B40,.5088904,2017
JOR,2010,FALSE,CONS,R,,,,T60,.4911096,2017
JOR,2010,FALSE,CONS,U,,,,B40,.3770321,2017
JOR,2010,FALSE,CONS,U,,,,T60,.6229679,2017
KAZ,2021,FALSE,CONS,,,0-14,,B40,,2017
KAZ,2021,FALSE,CONS,,,0-14,,T60,,2017
KAZ,2021,FALSE,CONS,,,15-64,,B40,,2017
KAZ,2021,FALSE,CONS,,,15-64,,T60,,2017
KAZ,2021,FALSE,CONS,,,>65,,B40,,2017
KAZ,2021,FALSE,CONS,,,>65,,T60,,2017
KAZ,2021,FALSE,CONS,,,,Primary education,B40,,2017
KAZ,2021,FALSE,CONS,,,,Primary education,T60,,2017
KAZ,2021,FALSE,CONS,,,,Tertiary education,B40,,2017
KAZ,2021,FALSE,CONS,,,,Tertiary education,T60,,2017
KAZ,2021,FALSE,CONS,,,,Secondary education,B40,,2017
KAZ,2021,FALSE,CONS,,,,Secondary education,T60,,2017
KAZ,2021,FALSE,CONS,,,,No education,B40,,2017
KAZ,2021,FALSE,CONS,,,,No education,T60,,2017
KAZ,2021,FALSE,CONS,,Male,,,B40,.4216466,2017
KAZ,2021,FALSE,CONS,,Male,,,T60,.5783535,2017
KAZ,2021,FALSE,CONS,,Female,,,B40,.3814907,2017
KAZ,2021,FALSE,CONS,,Female,,,T60,.6185094,2017
KAZ,2021,FALSE,CONS,R,,,,B40,.4755818,2017
KAZ,2021,FALSE,CONS,R,,,,T60,.5244182,2017
KAZ,2021,FALSE,CONS,U,,,,B40,.3476174,2017
KAZ,2021,FALSE,CONS,U,,,,T60,.6523827,2017
KEN,2015,FALSE,CONS,,,0-14,,B40,.4946925,2017
KEN,2015,FALSE,CONS,,,0-14,,T60,.5053075,2017
KEN,2015,FALSE,CONS,,,15-64,,B40,.3316557,2017
KEN,2015,FALSE,CONS,,,15-64,,T60,.6683443,2017
KEN,2015,FALSE,CONS,,,>65,,B40,.3701023,2017
KEN,2015,FALSE,CONS,,,>65,,T60,.6298977,2017
KEN,2015,FALSE,CONS,,,,Primary education,B40,.4235535,2017
KEN,2015,FALSE,CONS,,,,Primary education,T60,.5764465,2017
KEN,2015,FALSE,CONS,,,,Tertiary education,B40,.0556069,2017
KEN,2015,FALSE,CONS,,,,Tertiary education,T60,.9443931,2017
KEN,2015,FALSE,CONS,,,,Secondary education,B40,.2330345,2017
KEN,2015,FALSE,CONS,,,,Secondary education,T60,.7669655,2017
KEN,2015,FALSE,CONS,,,,No education,B40,.5705371,2017
KEN,2015,FALSE,CONS,,,,No education,T60,.4294629,2017
KEN,2015,FALSE,CONS,,Male,,,B40,.394968,2017
KEN,2015,FALSE,CONS,,Male,,,T60,.605032,2017
KEN,2015,FALSE,CONS,,Female,,,B40,.4048855,2017
KEN,2015,FALSE,CONS,,Female,,,T60,.5951145,2017
KEN,2015,FALSE,CONS,R,,,,B40,.5201861,2017
KEN,2015,FALSE,CONS,R,,,,T60,.479814,2017
KEN,2015,FALSE,CONS,U,,,,B40,.1844798,2017
KEN,2015,FALSE,CONS,U,,,,T60,.8155202,2017
KIR,2019,FALSE,CONS,,,0-14,,B40,.4589869,2017
KIR,2019,FALSE,CONS,,,0-14,,T60,.5410131,2017
KIR,2019,FALSE,CONS,,,15-64,,B40,.3636608,2017
KIR,2019,FALSE,CONS,,,15-64,,T60,.6363392,2017
KIR,2019,FALSE,CONS,,,>65,,B40,.4390053,2017
KIR,2019,FALSE,CONS,,,>65,,T60,.5609947,2017
KIR,2019,FALSE,CONS,,,,Primary education,B40,.4117923,2017
KIR,2019,FALSE,CONS,,,,Primary education,T60,.5882077,2017
KIR,2019,FALSE,CONS,,,,Tertiary education,B40,.1517569,2017
KIR,2019,FALSE,CONS,,,,Tertiary education,T60,.8482431,2017
KIR,2019,FALSE,CONS,,,,Secondary education,B40,.3587319,2017
KIR,2019,FALSE,CONS,,,,Secondary education,T60,.6412681,2017
KIR,2019,FALSE,CONS,,,,No education,B40,.526103,2017
KIR,2019,FALSE,CONS,,,,No education,T60,.473897,2017
KIR,2019,FALSE,CONS,,Male,,,B40,.3905622,2017
KIR,2019,FALSE,CONS,,Male,,,T60,.6094378,2017
KIR,2019,FALSE,CONS,,Female,,,B40,.4095758,2017
KIR,2019,FALSE,CONS,,Female,,,T60,.5904242,2017
KIR,2019,FALSE,CONS,R,,,,B40,.4142262,2017
KIR,2019,FALSE,CONS,R,,,,T60,.5857738,2017
KIR,2019,FALSE,CONS,U,,,,B40,.3874367,2017
KIR,2019,FALSE,CONS,U,,,,T60,.6125634,2017
LAO,2018,FALSE,CONS,,,0-14,,B40,.4848994,2017
LAO,2018,FALSE,CONS,,,0-14,,T60,.5151005,2017
LAO,2018,FALSE,CONS,,,15-64,,B40,.3636596,2017
LAO,2018,FALSE,CONS,,,15-64,,T60,.6363404,2017
LAO,2018,FALSE,CONS,,,>65,,B40,.3613967,2017
LAO,2018,FALSE,CONS,,,>65,,T60,.6386033,2017
LAO,2018,FALSE,CONS,,,,Primary education,B40,.3861426,2017
LAO,2018,FALSE,CONS,,,,Primary education,T60,.6138574,2017
LAO,2018,FALSE,CONS,,,,Tertiary education,B40,.0500726,2017
LAO,2018,FALSE,CONS,,,,Tertiary education,T60,.9499274,2017
LAO,2018,FALSE,CONS,,,,Secondary education,B40,.1972046,2017
LAO,2018,FALSE,CONS,,,,Secondary education,T60,.8027954,2017
LAO,2018,FALSE,CONS,,,,No education,B40,.5639176,2017
LAO,2018,FALSE,CONS,,,,No education,T60,.4360824,2017
LAO,2018,FALSE,CONS,,Male,,,B40,.4035113,2017
LAO,2018,FALSE,CONS,,Male,,,T60,.5964887,2017
LAO,2018,FALSE,CONS,,Female,,,B40,.396551,2017
LAO,2018,FALSE,CONS,,Female,,,T60,.603449,2017
LAO,2018,FALSE,CONS,R,,,,B40,.4998371,2017
LAO,2018,FALSE,CONS,R,,,,T60,.5001629,2017
LAO,2018,FALSE,CONS,U,,,,B40,.1929974,2017
LAO,2018,FALSE,CONS,U,,,,T60,.8070026,2017
LBR,2016,FALSE,CONS,,,0-14,,B40,.458671,2017
LBR,2016,FALSE,CONS,,,0-14,,T60,.541329,2017
LBR,2016,FALSE,CONS,,,15-64,,B40,.3467512,2017
LBR,2016,FALSE,CONS,,,15-64,,T60,.6532487,2017
LBR,2016,FALSE,CONS,,,>65,,B40,.4715543,2017
LBR,2016,FALSE,CONS,,,>65,,T60,.5284457,2017
LBR,2016,FALSE,CONS,,,,Primary education,B40,.4282182,2017
LBR,2016,FALSE,CONS,,,,Primary education,T60,.5717819,2017
LBR,2016,FALSE,CONS,,,,Tertiary education,B40,.0345888,2017
LBR,2016,FALSE,CONS,,,,Tertiary education,T60,.9654112,2017
LBR,2016,FALSE,CONS,,,,Secondary education,B40,.2146213,2017
LBR,2016,FALSE,CONS,,,,Secondary education,T60,.7853788,2017
LBR,2016,FALSE,CONS,,,,No education,B40,.511278,2017
LBR,2016,FALSE,CONS,,,,No education,T60,.488722,2017
LBR,2016,FALSE,CONS,,Male,,,B40,.4056997,2017
LBR,2016,FALSE,CONS,,Male,,,T60,.5943003,2017
LBR,2016,FALSE,CONS,,Female,,,B40,.3944846,2017
LBR,2016,FALSE,CONS,,Female,,,T60,.6055154,2017
LBR,2016,FALSE,CONS,R,,,,B40,.6270275,2017
LBR,2016,FALSE,CONS,R,,,,T60,.3729725,2017
LBR,2016,FALSE,CONS,U,,,,B40,.2037821,2017
LBR,2016,FALSE,CONS,U,,,,T60,.7962179,2017
LCA,2015,FALSE,CONS,,,0-14,,B40,.5371341,2017
LCA,2015,FALSE,CONS,,,0-14,,T60,.4628659,2017
LCA,2015,FALSE,CONS,,,15-64,,B40,.3632028,2017
LCA,2015,FALSE,CONS,,,15-64,,T60,.6367972,2017
LCA,2015,FALSE,CONS,,,>65,,B40,.3248686,2017
LCA,2015,FALSE,CONS,,,>65,,T60,.6751313,2017
LCA,2015,FALSE,CONS,,,,Primary education,B40,.4221908,2017
LCA,2015,FALSE,CONS,,,,Primary education,T60,.5778092,2017
LCA,2015,FALSE,CONS,,,,Tertiary education,B40,.1138601,2017
LCA,2015,FALSE,CONS,,,,Tertiary education,T60,.8861399,2017
LCA,2015,FALSE,CONS,,,,Secondary education,B40,.3751054,2017
LCA,2015,FALSE,CONS,,,,Secondary education,T60,.6248946,2017
LCA,2015,FALSE,CONS,,,,No education,B40,.4845896,2017
LCA,2015,FALSE,CONS,,,,No education,T60,.5154104,2017
LCA,2015,FALSE,CONS,,Male,,,B40,.4059249,2017
LCA,2015,FALSE,CONS,,Male,,,T60,.5940751,2017
LCA,2015,FALSE,CONS,,Female,,,B40,.3935231,2017
LCA,2015,FALSE,CONS,,Female,,,T60,.6064769,2017
LCA,2015,FALSE,CONS,R,,,,B40,.4633106,2017
LCA,2015,FALSE,CONS,R,,,,T60,.5366895,2017
LCA,2015,FALSE,CONS,U,,,,B40,.37363,2017
LCA,2015,FALSE,CONS,U,,,,T60,.6263701,2017
LKA,2019,FALSE,CONS,,,0-14,,B40,.4433495,2017
LKA,2019,FALSE,CONS,,,0-14,,T60,.5566505,2017
LKA,2019,FALSE,CONS,,,15-64,,B40,.3489318,2017
LKA,2019,FALSE,CONS,,,15-64,,T60,.6510682,2017
LKA,2019,FALSE,CONS,,,>65,,B40,.3865167,2017
LKA,2019,FALSE,CONS,,,>65,,T60,.6134833,2017
LKA,2019,FALSE,CONS,,,,Primary education,B40,.5463101,2017
LKA,2019,FALSE,CONS,,,,Primary education,T60,.4536899,2017
LKA,2019,FALSE,CONS,,,,Tertiary education,B40,.0912763,2017
LKA,2019,FALSE,CONS,,,,Tertiary education,T60,.9087237,2017
LKA,2019,FALSE,CONS,,,,Secondary education,B40,.3174008,2017
LKA,2019,FALSE,CONS,,,,Secondary education,T60,.6825992,2017
LKA,2019,FALSE,CONS,,,,No education,B40,.6149133,2017
LKA,2019,FALSE,CONS,,,,No education,T60,.3850867,2017
LKA,2019,FALSE,CONS,,Male,,,B40,.3625954,2017
LKA,2019,FALSE,CONS,,Male,,,T60,.6374046,2017
LKA,2019,FALSE,CONS,,Female,,,B40,.3840759,2017
LKA,2019,FALSE,CONS,,Female,,,T60,.6159241,2017
LKA,2019,FALSE,CONS,R,,,,B40,.4051111,2017
LKA,2019,FALSE,CONS,R,,,,T60,.5948889,2017
LKA,2019,FALSE,CONS,U,,,,B40,.2173127,2017
LKA,2019,FALSE,CONS,U,,,,T60,.7826873,2017
MAR,2013,FALSE,CONS,,,0-14,,B40,.4796179,2017
MAR,2013,FALSE,CONS,,,0-14,,T60,.5203821,2017
MAR,2013,FALSE,CONS,,,15-64,,B40,.3740329,2017
MAR,2013,FALSE,CONS,,,15-64,,T60,.6259671,2017
MAR,2013,FALSE,CONS,,,>65,,B40,.3235988,2017
MAR,2013,FALSE,CONS,,,>65,,T60,.6764013,2017
MAR,2013,FALSE,CONS,,,,Primary education,B40,.4042676,2017
MAR,2013,FALSE,CONS,,,,Primary education,T60,.5957324,2017
MAR,2013,FALSE,CONS,,,,Tertiary education,B40,.1169105,2017
MAR,2013,FALSE,CONS,,,,Tertiary education,T60,.8830894,2017
MAR,2013,FALSE,CONS,,,,Secondary education,B40,.2674128,2017
MAR,2013,FALSE,CONS,,,,Secondary education,T60,.7325872,2017
MAR,2013,FALSE,CONS,,,,No education,B40,.4770874,2017
MAR,2013,FALSE,CONS,,,,No education,T60,.5229126,2017
MAR,2013,FALSE,CONS,,Male,,,B40,.4028162,2017
MAR,2013,FALSE,CONS,,Male,,,T60,.5971838,2017
MAR,2013,FALSE,CONS,,Female,,,B40,.3973058,2017
MAR,2013,FALSE,CONS,,Female,,,T60,.6026942,2017
MAR,2013,FALSE,CONS,R,,,,B40,.6020542,2017
MAR,2013,FALSE,CONS,R,,,,T60,.3979458,2017
MAR,2013,FALSE,CONS,U,,,,B40,.2651466,2017
MAR,2013,FALSE,CONS,U,,,,T60,.7348534,2017
MDA,2021,FALSE,CONS,,,0-14,,B40,.5170315,2017
MDA,2021,FALSE,CONS,,,0-14,,T60,.4829685,2017
MDA,2021,FALSE,CONS,,,15-64,,B40,.3640879,2017
MDA,2021,FALSE,CONS,,,15-64,,T60,.6359121,2017
MDA,2021,FALSE,CONS,,,>65,,B40,.4143717,2017
MDA,2021,FALSE,CONS,,,>65,,T60,.5856283,2017
MDA,2021,FALSE,CONS,,,,Primary education,B40,.6898717,2017
MDA,2021,FALSE,CONS,,,,Primary education,T60,.3101284,2017
MDA,2021,FALSE,CONS,,,,Tertiary education,B40,.2870537,2017
MDA,2021,FALSE,CONS,,,,Tertiary education,T60,.7129463,2017
MDA,2021,FALSE,CONS,,,,Secondary education,B40,.4763706,2017
MDA,2021,FALSE,CONS,,,,Secondary education,T60,.5236294,2017
MDA,2021,FALSE,CONS,,,,No education,B40,,2017
MDA,2021,FALSE,CONS,,,,No education,T60,,2017
MDA,2021,FALSE,CONS,,Male,,,B40,.4197192,2017
MDA,2021,FALSE,CONS,,Male,,,T60,.5802808,2017
MDA,2021,FALSE,CONS,,Female,,,B40,.383265,2017
MDA,2021,FALSE,CONS,,Female,,,T60,.616735,2017
MDA,2021,FALSE,CONS,R,,,,B40,.5158995,2017
MDA,2021,FALSE,CONS,R,,,,T60,.4841004,2017
MDG,2012,FALSE,CONS,,,0-14,,B40,.4813479,2017
MDG,2012,FALSE,CONS,,,0-14,,T60,.5186521,2017
MDG,2012,FALSE,CONS,,,15-64,,B40,.3299246,2017
MDG,2012,FALSE,CONS,,,15-64,,T60,.6700754,2017
MDG,2012,FALSE,CONS,,,>65,,B40,.3074197,2017
MDG,2012,FALSE,CONS,,,>65,,T60,.6925803,2017
MDG,2012,FALSE,CONS,,,,Primary education,B40,.3078729,2017
MDG,2012,FALSE,CONS,,,,Primary education,T60,.6921271,2017
MDG,2012,FALSE,CONS,,,,Tertiary education,B40,.027129,2017
MDG,2012,FALSE,CONS,,,,Tertiary education,T60,.9728711,2017
MDG,2012,FALSE,CONS,,,,Secondary education,B40,.0878321,2017
MDG,2012,FALSE,CONS,,,,Secondary education,T60,.912168,2017
MDG,2012,FALSE,CONS,,,,No education,B40,.5314864,2017
MDG,2012,FALSE,CONS,,,,No education,T60,.4685136,2017
MDG,2012,FALSE,CONS,,Male,,,B40,.3960026,2017
MDG,2012,FALSE,CONS,,Male,,,T60,.6039974,2017
MDG,2012,FALSE,CONS,,Female,,,B40,.4039179,2017
MDG,2012,FALSE,CONS,,Female,,,T60,.5960821,2017
MDG,2012,FALSE,CONS,R,,,,B40,.4584326,2017
MDG,2012,FALSE,CONS,R,,,,T60,.5415674,2017
MDG,2012,FALSE,CONS,U,,,,B40,.1135966,2017
MDG,2012,FALSE,CONS,U,,,,T60,.8864034,2017
MDV,2019,FALSE,CONS,,,0-14,,B40,.4632424,2017
MDV,2019,FALSE,CONS,,,0-14,,T60,.5367575,2017
MDV,2019,FALSE,CONS,,,15-64,,B40,.3701728,2017
MDV,2019,FALSE,CONS,,,15-64,,T60,.6298272,2017
MDV,2019,FALSE,CONS,,,>65,,B40,.4267838,2017
MDV,2019,FALSE,CONS,,,>65,,T60,.5732162,2017
MDV,2019,FALSE,CONS,,,,Primary education,B40,.4714828,2017
MDV,2019,FALSE,CONS,,,,Primary education,T60,.5285172,2017
MDV,2019,FALSE,CONS,,,,Tertiary education,B40,.1909445,2017
MDV,2019,FALSE,CONS,,,,Tertiary education,T60,.8090555,2017
MDV,2019,FALSE,CONS,,,,Secondary education,B40,.415998,2017
MDV,2019,FALSE,CONS,,,,Secondary education,T60,.584002,2017
MDV,2019,FALSE,CONS,,,,No education,B40,0,2017
MDV,2019,FALSE,CONS,,,,No education,T60,,2017
MDV,2019,FALSE,CONS,,Male,,,B40,.3990077,2017
MDV,2019,FALSE,CONS,,Male,,,T60,.6009923,2017
MDV,2019,FALSE,CONS,,Female,,,B40,.4008933,2017
MDV,2019,FALSE,CONS,,Female,,,T60,.5991067,2017
MEX,2022,FALSE,INC,,,0-14,,B40,.5659898,2017
MEX,2022,FALSE,INC,,,0-14,,T60,.4340102,2017
MEX,2022,FALSE,INC,,,15-64,,B40,.3573781,2017
MEX,2022,FALSE,INC,,,15-64,,T60,.6426219,2017
MEX,2022,FALSE,INC,,,>65,,B40,.285971,2017
MEX,2022,FALSE,INC,,,>65,,T60,.714029,2017
MEX,2022,FALSE,INC,,,,Primary education,B40,.4622411,2017
MEX,2022,FALSE,INC,,,,Primary education,T60,.5377589,2017
MEX,2022,FALSE,INC,,,,Tertiary education,B40,.1356877,2017
MEX,2022,FALSE,INC,,,,Tertiary education,T60,.8643124,2017
MEX,2022,FALSE,INC,,,,Secondary education,B40,.3720706,2017
MEX,2022,FALSE,INC,,,,Secondary education,T60,.6279294,2017
MEX,2022,FALSE,INC,,,,No education,B40,.5890559,2017
MEX,2022,FALSE,INC,,,,No education,T60,.4109441,2017
MEX,2022,FALSE,INC,,Male,,,B40,.3930056,2017
MEX,2022,FALSE,INC,,Male,,,T60,.6069944,2017
MEX,2022,FALSE,INC,,Female,,,B40,.40578,2017
MEX,2022,FALSE,INC,,Female,,,T60,.59422,2017
MEX,2022,FALSE,INC,R,,,,B40,.5728639,2017
MEX,2022,FALSE,INC,R,,,,T60,.4271361,2017
MEX,2022,FALSE,INC,U,,,,B40,.3442325,2017
MEX,2022,FALSE,INC,U,,,,T60,.6557675,2017
MHL,2019,FALSE,CONS,,,0-14,,B40,.5210532,2017
MHL,2019,FALSE,CONS,,,0-14,,T60,.4789468,2017
MHL,2019,FALSE,CONS,,,15-64,,B40,.3543797,2017
MHL,2019,FALSE,CONS,,,15-64,,T60,.6456203,2017
MHL,2019,FALSE,CONS,,,>65,,B40,.3125224,2017
MHL,2019,FALSE,CONS,,,>65,,T60,.6874776,2017
MHL,2019,FALSE,CONS,,,,Primary education,B40,.534067,2017
MHL,2019,FALSE,CONS,,,,Primary education,T60,.465933,2017
MHL,2019,FALSE,CONS,,,,Tertiary education,B40,,2017
MHL,2019,FALSE,CONS,,,,Tertiary education,T60,.9250767,2017
MHL,2019,FALSE,CONS,,,,Secondary education,B40,.3278258,2017
MHL,2019,FALSE,CONS,,,,Secondary education,T60,.6721742,2017
MHL,2019,FALSE,CONS,,,,No education,B40,.5121493,2017
MHL,2019,FALSE,CONS,,,,No education,T60,,2017
MHL,2019,FALSE,CONS,,Male,,,B40,.3965009,2017
MHL,2019,FALSE,CONS,,Male,,,T60,.6034991,2017
MHL,2019,FALSE,CONS,,Female,,,B40,.4034009,2017
MHL,2019,FALSE,CONS,,Female,,,T60,.5965991,2017
MHL,2019,FALSE,CONS,R,,,,B40,.6630031,2017
MHL,2019,FALSE,CONS,R,,,,T60,.3369969,2017
MHL,2019,FALSE,CONS,U,,,,B40,.3121736,2017
MHL,2019,FALSE,CONS,U,,,,T60,.6878264,2017
MKD,2019,FALSE,INC,,,0-14,,B40,.5915678,2017
MKD,2019,FALSE,INC,,,0-14,,T60,.4084322,2017
MKD,2019,FALSE,INC,,,15-64,,B40,.3911095,2017
MKD,2019,FALSE,INC,,,15-64,,T60,.6088905,2017
MKD,2019,FALSE,INC,,,>65,,B40,.2538603,2017
MKD,2019,FALSE,INC,,,>65,,T60,.7461398,2017
MKD,2019,FALSE,INC,,,,Primary education,B40,.515469,2017
MKD,2019,FALSE,INC,,,,Primary education,T60,.484531,2017
MKD,2019,FALSE,INC,,,,Tertiary education,B40,.1427097,2017
MKD,2019,FALSE,INC,,,,Tertiary education,T60,.8572903,2017
MKD,2019,FALSE,INC,,,,Secondary education,B40,.3952795,2017
MKD,2019,FALSE,INC,,,,Secondary education,T60,.6047205,2017
MKD,2019,FALSE,INC,,,,No education,B40,.570821,2017
MKD,2019,FALSE,INC,,,,No education,T60,.429179,2017
MKD,2019,FALSE,INC,,Male,,,B40,.4043182,2017
MKD,2019,FALSE,INC,,Male,,,T60,.5956818,2017
MKD,2019,FALSE,INC,,Female,,,B40,.3956338,2017
MKD,2019,FALSE,INC,,Female,,,T60,.6043662,2017
MKD,2019,FALSE,INC,R,,,,B40,.5059702,2017
MKD,2019,FALSE,INC,R,,,,T60,.4940298,2017
MKD,2019,FALSE,INC,U,,,,B40,.3058145,2017
MKD,2019,FALSE,INC,U,,,,T60,.6941854,2017
MLI,2021,FALSE,CONS,,,0-14,,B40,.4499305,2017
MLI,2021,FALSE,CONS,,,0-14,,T60,.5500696,2017
MLI,2021,FALSE,CONS,,,15-64,,B40,.3536971,2017
MLI,2021,FALSE,CONS,,,15-64,,T60,.6463029,2017
MLI,2021,FALSE,CONS,,,>65,,B40,.3901927,2017
MLI,2021,FALSE,CONS,,,>65,,T60,.6098073,2017
